"ensembl_gene_id"	"hgnc_symbol"	"padj"	"SC01_day3/SC01_day0"	"SC01_day8/SC01_day3"	"SC01_day8/SC01_day0"	"SC07_day3/SC07_day0"	"SC07_day8/SC07_day3"	"SC07_day8/SC07_day0"	"SC10_day3/SC10_day0"	"SC10_day8/SC10_day3"	"SC10_day8/SC10_day0"	"SC07_day0/SC01_day0"	"SC10_day0/SC01_day0"	"SC10_day0/SC07_day0"	"SC07_day3/SC01_day3"	"SC10_day3/SC01_day3"	"SC10_day3/SC07_day3"	"SC07_day8/SC01_day8"	"SC10_day8/SC01_day8"	"SC10_day8/SC07_day8"
"ENSG00000196924"	"FLNA"	1.00341794012385e-240	1.17672808867084	1.0350468086276	1.21796865280121	-1.23278144170981	1.00486531464346	-1.2268126123422	-1.13113361141944	-1.00354090285176	-1.13513884564983	-1.61550613130775	-2.36469458659211	-1.4637484443825	-2.34353162633562	-3.14749526153946	-1.34305644787092	-2.4139204482515	-3.26934049637853	-1.35436961012805
"ENSG00000158022"	"TRIM63"	9.7444551314806e-239	1.26893130178559	1.22434582270278	1.55361073863798	-1.13404452341933	-1.19485680809587	-1.35502081949142	-1.02218425871025	1.04893674146196	1.02617187901668	1.47059839979231	1.02694630168924	-1.43201099938069	1.02194111660922	-1.26304715245222	-1.29075981730711	-1.43150903505486	-1.47426097671648	-1.02986494713949
"ENSG00000132185"	"FCRLA"	4.67618217913417e-234	-1.86341889814658	-1.11901236010935	-2.08518877908737	1.04215962881155	-1.28305698749211	-1.23115207308047	1.11688827062562	1.08557767574544	1.21246897289311	-1.76529466923963	-1.62971453257966	1.08319256774704	1.10008826347918	1.27705231130735	1.16086349950549	-1.04227790472932	1.55133101333176	1.61691803811704
"ENSG00000154493"	"C10orf90"	6.74781083671016e-232	1.18694480972663	1.0410076021234	1.23561857022633	-1.10000313155268	-1.12352127318567	-1.23587691887029	-1.0013426440455	1.03943820991056	1.03804448566293	1.41095079444504	1.24028444268033	-1.13760259009287	1.08065588077763	1.04353749632059	-1.03556976590484	-1.08230030237934	1.04196429011423	1.1277182662591
"ENSG00000137203"	"TFAP2A"	1.57593791771557e-227	1.27470518139535	1.09856203673982	1.40034272031648	-1.03572527003701	-1.02251765391109	-1.05904737321467	-1.02839029048278	1.03000588563903	1.00157099417526	-1.10115689281766	-1.45659301618348	-1.32278426960242	-1.45379618626726	-1.90943967427738	-1.31341634564335	-1.6330479134285	-2.03653004983032	-1.24707305467525
"ENSG00000147509"	"RGS20"	6.3479964809466e-226	1.42301199384463	1.51091143608665	2.15004509518831	1.21587179650526	1.07629559621805	1.30863746014434	1.09840485055916	1.11427580427703	1.22392594827861	3.47106465093143	5.47445273698763	1.57716818542075	2.9658004508532	4.22566040657043	1.424795928315	2.11268370089413	3.11636475552023	1.47507398017096
"ENSG00000131981"	"LGALS3"	3.6696129784618e-223	1.29704395971615	-1.0030671173412	1.29307793794915	-1.15543066227832	-1.21327173965021	-1.40185136966761	1.03731251499791	1.01621807601696	1.05413572821949	1.39828082950712	1.05140636541187	-1.32991474610235	-1.07177637692936	-1.18925360324817	-1.10960982985591	-1.29637984026423	-1.1666956180251	1.11115514641141
"ENSG00000105929"	"ATP6V0A4"	4.19701857454081e-214	-1.03158672913661	1.01749923893127	-1.01384520957493	1.16014335100934	1.06768340831833	1.23866580714351	1.08961793388265	-1.00812475556211	1.08083640231124	2.15036808716575	3.68733768953051	1.71474721538978	2.57353576479558	4.14469809634472	1.61050728458555	2.7004653484283	4.04058762257061	1.49625605265488
"ENSG00000108932"	"SLC16A6"	2.91968095951311e-208	1.15774537231547	1.14752872855432	1.32854607508282	-1.26794967965514	-1.09132170314226	-1.38374100389992	-1.09375089013547	1.02672408876639	-1.06528219421599	1.03494069802306	-1.23882104182934	-1.28210631375651	-1.41840288699991	-1.56870054200083	-1.10596259805902	-1.77629856780589	-1.7532742809293	1.01313216484553
"ENSG00000184588"	"PDE4B"	3.76946607291742e-206	1.47738475552843	1.27364868030919	1.88166914418769	-1.36724489624534	-1.06942291839599	-1.46216302710472	-1.14400069640705	-1.07007188180724	-1.22416297799309	1.40899913653869	-1.10366714049943	-1.55506604798983	-1.4336039777491	-1.86534004930319	-1.30115434824055	-1.9526676635401	-2.5422638204988	-1.30194393442752
"ENSG00000132386"	"SERPINF1"	9.42710296927003e-206	1.21361699276277	1.31154086338784	1.59170827851023	1.75808966333119	1.43674576742606	2.52592788254658	1.13159642155096	1.26986805989861	1.43697815242312	3.6179280411753	8.55091778905484	2.36348476026545	5.24106199055974	7.97301622239429	1.52125966774585	5.74139460077771	7.7196821879563	1.34456568912902
"ENSG00000205531"	"NAP1L4"	9.84820600156271e-205	-1.15654737091066	-1.08238191864659	-1.25182596233195	1.04917606375988	-1.01913655551433	1.02947544966669	1.04757638079847	-1.01176233567396	1.03539768566366	1.22827970690319	1.52107732464465	1.23838024522906	1.49042139516426	1.84289425380258	1.2364920818917	1.58291365427048	1.97152567155496	1.24550424227883
"ENSG00000246922"	"UBAP1L"	2.14762245079292e-204	1.26439998150969	1.35922594602379	1.71860526101997	1.54664106962183	1.18578813340522	1.83398862699473	1.31357733394748	1.1720603100442	1.53959185729351	4.43085962326192	11.9482040383097	2.69658825921315	5.41992215065016	12.4129154030545	2.29023868941834	4.72833776387355	10.7036549136046	2.2637246846841
"ENSG00000196396"	"PTPN1"	2.08579107918473e-203	-1.37783546664689	-1.19450854112187	-1.64583623317035	-1.10882458618953	-1.0947369004601	-1.21387119063908	1.00353027226252	-1.01319492478433	-1.00963065369221	-1.13688072994728	1.00493484483734	1.14249105994813	1.09299860412464	1.38952300896457	1.27129440396442	1.19261182071458	1.63818142165177	1.37360823798494
"ENSG00000042445"	"RETSAT"	2.09069147263618e-202	1.14899798133195	1.04453480413672	1.20016838138404	-1.01674899073112	-1.13115168637582	-1.15009733548642	1.0639259420572	1.09978648965174	1.17009137706451	1.01667312895111	-1.17159177057489	-1.19112587124375	-1.14908371688412	-1.26527282221614	-1.10111456948244	-1.35767378743342	-1.20170734226017	1.12978737808151
"ENSG00000159399"	"HK2"	6.63697905627736e-202	-1.17850966580284	-1.15296683683375	-1.3587825615587	-1.30822232041918	-1.09086479530003	-1.427093673771	-1.22492450824309	-1.07012935433114	-1.31082767311057	-1.93519243938595	-2.84766917904833	-1.47151731326106	-2.14818937593226	-2.95982279144779	-1.37782209734805	-2.0324818450784	-2.74716769950197	-1.35163209755313
"ENSG00000138757"	"G3BP2"	3.46123857830831e-200	-1.41489125947796	-1.14426272546917	-1.61900732881276	1.01323771687324	1.00791301441311	1.02125548153076	-1.08173222346282	-1.04636504722878	-1.13188678909257	-1.0426315033509	1.22347755136375	1.27563623869447	1.37500275482742	1.60029224982365	1.16384657718341	1.58581445493887	1.75001523242781	1.1035434990377
"ENSG00000141543"	"EIF4A3"	5.15021190746829e-200	1.80853402258094	1.54853767130261	2.80058306379902	-1.03839689113101	-1.03104136630494	-1.07063014939851	1.07622093715104	1.0954947546479	1.17899439149122	2.50549419332239	2.0663238056943	-1.21253706046354	1.33414593752292	1.22962626904206	-1.08500116751921	-1.19672544921052	-1.14957772453478	1.0410130812989
"ENSG00000070731"	"ST6GALNAC2"	1.73629567970484e-199	1.45935737356018	1.15579419189886	1.68671677626564	1.03795764913475	-1.11135936577864	-1.07071744854434	1.10046232987283	-1.0047848317613	1.09522187744794	1.60972018644991	1.33391829766377	-1.2067607058612	1.14490214032786	1.00587208061723	-1.1382184299472	-1.1219323074298	-1.1545448919759	-1.02906822838608
"ENSG00000197006"	"METTL9"	6.68382046880739e-199	-1.04309634817793	-1.03275740834521	-1.07726548119859	1.0563940308879	-1.00168242309997	1.05461971431885	1.03709643147955	1.0338174431832	1.07216838112661	1.54963566262409	2.04220422727991	1.31786088597221	1.70757570066035	2.20923917512107	1.29378696023065	1.76054946607688	2.35876627804332	1.33978983464718
"ENSG00000117461"	"PIK3R3"	8.47353343649965e-197	1.55501586742182	1.07432567456096	1.67059347072095	1.05009041429898	-1.11309193180244	-1.05999627903043	1.18637928561525	1.09051858245635	1.29376865680472	2.24363829313707	2.14865951433074	-1.04420373641001	1.51511191244858	1.63929204392525	1.08196102905427	1.26700323355302	1.66400047797787	1.31333562055051
"ENSG00000182612"	"TSPAN10"	2.781819997389e-192	1.569214738301	1.32448124609442	2.07839549197465	1.11865462130125	-1.06511603947442	1.05026549206155	1.11467848505169	1.12546077296148	1.2545269093898	2.63084910626887	2.70754650315578	1.02915309612556	1.87546767108519	1.92328287561989	1.02549508331809	1.32943419181014	1.63428469689666	1.22930845841375
"ENSG00000126856"	"PRDM7"	1.56966250850988e-190	1.37744266161887	1.2971276600044	1.78671897645592	1.14589157093083	-1.00468700574542	1.14054582609103	1.1974230960019	1.1394547390891	1.36440942143411	2.39024933467906	3.12173828099479	1.30603039427849	1.98844325165065	2.71375471480113	1.36476347139823	1.52580732499559	2.38388307169015	1.5623749031989
"ENSG00000185664"	"PMEL"	2.51020417658719e-190	1.89751700015437	1.45503557924524	2.76095474744731	1.12469274756645	1.00103627975961	1.12585824389653	1.00788077682539	1.02885123718742	1.03695938417422	3.23331498294979	3.21790668688989	-1.00478829797106	1.91644444377876	1.70921593380735	-1.12124185474318	1.31847663640046	1.20858139361123	-1.09092912018185
"ENSG00000139289"	"PHLDA1"	2.6671790675601e-190	-1.29947374839032	-1.07621770976865	-1.39851666139712	-1.08563559920072	-1.06395144396358	-1.15506356338787	-1.18579483140315	-1.06061028209421	-1.25766619064035	-1.12791686036029	-1.24203026034189	-1.10117181859056	1.06122224733924	-1.13337654183788	-1.20276440081077	1.07345704831439	-1.11694019048993	-1.19898732002703
"ENSG00000132692"	"BCAN"	1.33034597996909e-188	1.66207335502003	1.38159430093302	2.29631107502829	1.31439719080619	1.01404369519505	1.3328561843191	1.13771235755431	1.10742090793146	1.25992645196764	2.44175242019577	2.8623452414206	1.17225039596402	1.93098127231024	1.9593151787887	1.01467332018428	1.41727523297076	1.57049474853275	1.10810851131634
"ENSG00000110880"	"CORO1C"	6.86840175747789e-187	1.03627139111175	-1.05867894576034	-1.02162324931555	-1.02305146734161	-1.0261108212626	-1.04976418134781	1.00182878942707	-1.03512500899915	-1.03323543895272	1.22649289852727	1.29305975372137	1.05427414644963	1.156895273658	1.25008226497285	1.08054920219373	1.19361441599875	1.27852748497958	1.07113944657729
"ENSG00000136040"	"PLXNC1"	7.27385437319915e-183	1.1756921543513	1.20692896985129	1.41897692071345	1.09369622961223	-1.02573300215231	1.06625820492985	-1.12346719675075	-1.02641317306181	-1.15314153024779	1.63038831632558	1.32267716110747	-1.23264267673637	1.51668066148913	1.00138213275402	-1.51458730077191	1.22511853020826	-1.23709795999484	-1.51559163447251
"ENSG00000109819"	"PPARGC1A"	8.89015593140372e-183	1.9175201833083	1.46790645675367	2.81474025803373	1.48013774673435	1.2762807616289	1.8890713307178	1.17167055592783	1.09096631460292	1.27825310832934	5.50354509109096	11.9452114027999	2.17045762414786	4.24819769882366	7.29893359497626	1.71812474664194	3.6936229619124	5.42465812314293	1.46865507905936
"ENSG00000104738"	"MCM4"	1.02100520260647e-182	-1.06474353269541	-1.05500667207958	-1.12331153104723	1.18803754403525	1.17511372096635	1.39607921901899	1.1094483719207	1.02445162035587	1.13657618231534	1.01129348911521	1.46398916026493	1.44764025084923	1.2792410504279	1.72937815631365	1.35187825291816	1.58594269470258	1.86911760912285	1.17855305577316
"ENSG00000197971"	"MBP"	7.83540382529376e-180	1.09193861347159	1.07774014128554	1.17682607555801	1.10834555397846	1.04850628287064	1.16210727693816	1.17103917339423	1.15910221307531	1.35735409747912	1.47093353816362	1.87492080813669	1.27464685486567	1.49303507276682	2.01074097595977	1.34674731534174	1.45253627880552	2.16253828346427	1.48880156387048
"ENSG00000258791"	"LINC00520"	5.05518288890219e-179	1.07497023810483	1.07801263613137	1.15883150014215	-1.15707840210517	-1.14355736208376	-1.32318552523548	-1.03026327927328	-1.02144987235489	-1.05236229510562	1.29054602783969	1.12497188385936	-1.14718069522974	1.03756250937975	1.01577380041591	-1.02145035533986	-1.18813977502357	-1.08403649426917	1.09603300378238
"ENSG00000154217"	"PITPNC1"	1.30853489307108e-178	-1.87158560429141	-1.50567047135788	-2.81799117900005	-1.17947349134887	-1.08244927132052	-1.27672022125245	-1.08704409857192	-1.02798179291689	-1.11746154142969	-4.59703089150265	-5.78951364175213	-1.25940281420638	-2.89704946597516	-3.36263359978717	-1.160709763254	-2.08273267164244	-2.29580521275308	-1.10230431586912
"ENSG00000081087"	"OSTM1"	1.01415070985896e-177	1.09458293730901	1.11349317813014	1.21881063359123	-1.23314257983185	-1.24761742180188	-1.53849016616393	-1.07006096880264	-1.03563353225474	-1.10819102084901	1.11252563657113	-1.36388252857868	-1.51735427831524	-1.21325458289055	-1.59747534163663	-1.31668601476095	-1.68546963104185	-1.84216203464411	-1.09296661340935
"ENSG00000135919"	"SERPINE2"	1.13428247998123e-176	-1.43699439304926	-1.14218304007822	-1.64131062442835	-1.01587058728481	1.01894484242249	1.00302622713578	-1.08313152603338	-1.06458765600465	-1.15308845244462	-2.03228143673972	-2.01235912343402	1.00989997912088	-1.43670354362895	-1.51681149128713	-1.05575816111363	-1.23447068271856	-1.41376533659588	-1.14524010686303
"ENSG00000196549"	"MME"	8.43033884820562e-176	1.02872851063613	1.23732989373421	1.27287653874676	-1.57093937447286	-1.10149477369167	-1.73038151076831	-1.08698459730057	-1.11252244449042	-1.20929476131226	-2.01419615159794	-3.20606354370013	-1.59173352662631	-3.25508222246125	-3.58505887437547	-1.10137275477629	-4.43639196073161	-4.93503888564549	-1.11239920397648
"ENSG00000168824"	"NSG1"	9.26755359555685e-175	1.22068349953711	1.07348417697251	1.31038442184452	1.22918459364616	-1.04047960298845	1.18136346941902	1.09030001068954	1.04070893555882	1.13468496356448	2.35234157671131	3.03257050291224	1.28917098304742	2.36872377334773	2.70865597265451	1.14350858598694	2.12072912345108	2.62595624096329	1.23823274360002
"ENSG00000112245"	"PTP4A1"	2.02914282882796e-174	1.06779770226486	1.16089949548342	1.23960581383763	1.18168556532102	1.02660312985158	1.21312209985899	1.01734862364835	1.0091487015439	1.02665604257221	1.61708824235129	2.06079765733411	1.27438788024187	1.78956166489565	1.96343338804692	1.09715883311649	1.58253975765512	1.70677673805896	1.07850480836445
"ENSG00000196743"	"GM2A"	4.17088278766391e-172	1.19485849544819	1.09925721904414	1.31345682685764	1.15463708577806	-1.05341784181664	1.09608650997107	1.19171397345972	1.11549596392809	1.32935212755102	1.6247407768092	1.94427058512385	1.19666510059664	1.57004863992374	1.93915382725692	1.23509156210034	1.3558545749243	1.96779992004213	1.4513355314319
"ENSG00000116133"	"DHCR24"	6.68126803689465e-172	-1.27746408270564	1.07639862770411	-1.18679460362225	1.06380275413926	-1.04444471665386	1.01853428637891	1.06916133702371	1.05726451373889	1.13038634109679	-1.22564926427906	-1.1851383015273	1.03418247701517	1.10877544588223	1.15245216942629	1.03939185676077	-1.01394638913968	1.13196612403221	1.14775296409089
"ENSG00000064115"	"TM7SF3"	3.63182412778299e-171	-1.00339229855197	-1.07030771282771	-1.0739385161321	1.00317451857602	-1.12964937940144	-1.12607463455606	1.06912930062355	-1.01373011166345	1.05464885409115	1.08828614697052	-1.01221830059935	-1.10158315425231	1.09544444274135	1.05980706510318	-1.03362628804018	1.03789959736142	1.11895628120181	1.07809684486482
"ENSG00000130558"	"OLFM1"	9.3687237417232e-169	1.77905512103508	1.97655294932866	3.51639664650014	-1.20571383558178	-1.02142334872445	-1.23154426354334	1.02390799673498	1.06401739628372	1.08945592072003	2.08651637969036	1.70608322176769	-1.2229862840621	-1.02804434921951	-1.01842313718166	1.00944716560983	-2.07551599426358	-1.89185558665829	1.09707950696686
"ENSG00000146674"	"IGFBP3"	2.40331045478939e-168	1.26862463414548	1.11632470995031	1.41619702674827	1.02725968789377	-1.0494900439359	-1.02164044428504	-1.02169828343102	-1.00251865486558	-1.02427158878374	1.2361222523296	-1.1146098774386	-1.37779407216822	1.00094111760803	-1.44470338830613	-1.44606302410325	-1.17047011885396	-1.61682007192776	-1.38134245879838
"ENSG00000124783"	"SSR1"	9.30930164009947e-166	-1.03191984456711	-1.01328233954802	-1.04562615432898	-1.06951808638417	-1.0770188801378	-1.1518911716846	-1.02304978833449	-1.03631107929642	-1.06019783032288	1.0978271840087	1.0745359714657	-1.02167560059552	1.05923375350651	1.08385242370444	1.02324196157499	-1.00346223271105	1.05976722777263	1.06343638853472
"ENSG00000078804"	"TP53INP2"	3.76350159462366e-164	1.33939164697866	1.14081452667768	1.527997447784	1.13254419336969	-1.04089006896612	1.08805360636653	1.16332187960752	1.04541279154849	1.21615157362993	2.21591718357	2.69060176186049	1.21421584787105	1.87370448733306	2.336908630081	1.24721301885083	1.57790622392043	2.14148235093169	1.35716706003669
"ENSG00000117479"	"SLC19A2"	3.41545061342174e-163	1.12590326439764	1.14398450434713	1.28801588786475	1.10619517227428	-1.02395487977561	1.08031632459888	1.088536150854	1.02091007939441	1.11129752819204	1.74244157749417	2.10829237775504	1.20996445733751	1.71194144465442	2.03832117938134	1.190648889158	1.46146340162571	1.81903044067987	1.24466369712469
"ENSG00000120254"	"MTHFD1L"	9.44565526548767e-163	-1.03563632981728	-1.15184829589595	-1.19289594166797	-1.15664017183105	-1.01762108134232	-1.17702142238268	-1.04558997444036	-1.03957650394032	-1.08697077018376	-1.78541527859158	-2.28145956035412	-1.27783131897126	-1.99402336048244	-2.30338698509953	-1.15514543648187	-1.76165578014563	-2.07887357885862	-1.18006798052612
"ENSG00000106948"	"AKNA"	1.69012941183079e-161	1.45353811835193	1.10823963074007	1.61086854754896	1.20014941406602	1.31698157128456	1.58057466111291	-1.08903366463568	-1.09162459919161	-1.18881593766409	1.59700009029116	2.32064388216023	1.45312695739244	1.31860231144089	1.46602295247942	1.11180068452742	1.56696701313706	1.211807900465	-1.29308202441639
"ENSG00000152689"	"RASGRP3"	1.05823060944436e-160	1.11486470681284	1.2300534465658	1.3713431750697	1.03236769311467	-1.11529877334447	-1.08033095260816	1.11588857408719	1.13158592057757	1.26272379937045	2.07059154815294	2.63416550434386	1.27218016836476	1.9173732982008	2.63658466412051	1.37510242089769	1.39762759948168	2.42552231584672	1.73545679603511
"ENSG00000239508"	"PLCH1-AS1"	5.44597396603733e-160	1.76121465365927	1.64759805978611	2.90177384623588	1.47267300397327	1.17148387916812	1.72521268344077	1.158132839707	1.14320935440803	1.32398829600018	6.2870581923979	12.790415173695	2.03440381531075	5.2570428341125	8.41067260902355	1.59988664243848	3.73789037664838	5.83586484967538	1.56127233857194
"ENSG00000198203"	"SULT1C2"	1.21167999068845e-158	1.66093137559615	1.73354442835607	2.87929833204649	1.07951508513193	-1.04562211598416	1.03241416629359	-1.04738413733293	-1.01487532764822	-1.06296431954931	3.61148592252965	3.40217296431904	-1.0615233147773	2.34726948409475	1.95568411275401	-1.20022935646254	1.29495064345742	1.11160639504992	-1.16493630229545
